name,year,km_driven,fuel,seller_type,transmission,owner,Rating,ExShowroom Price,selling_price
Mahindra Scorpio LX,2010,110000,Diesel,Individual,Manual,Third Owner,12.97,457079,385000
Tata Indigo Grand Petrol,2014,60000,Petrol,Individual,Manual,Second Owner,12.15,457313,240000
Maruti Zen LXI,2003,60000,Petrol,Individual,Manual,Fourth & Above Owner,10,457417,70000
Maruti Esteem Lxi - BSIII,2007,54000,Petrol,Individual,Manual,First Owner,11,457448,75000
Maruti Wagon R LXI Minor,2009,76000,Petrol,Individual,Manual,Second Owner,9,457811,165000
Nissan Micra Diesel XV Primo,2012,129000,Diesel,Individual,Manual,First Owner,13,458025,225000
Hyundai Verna i (Petrol),2008,90000,Petrol,Individual,Manual,Second Owner,12,458049,120000
Ford Ikon 1.4 TDCi DuraTorq,2009,100000,Diesel,Individual,Manual,Third Owner,9,458108,130000
Hyundai EON Magna Plus,2018,6000,Petrol,Individual,Manual,First Owner,13,458154,360000
Datsun GO T Petrol,2015,92198,Petrol,Dealer,Manual,Second Owner,13,458211,225000
Maruti Wagon R VXI Optional,2017,110000,Petrol,Individual,Manual,Second Owner,9,458212,290000
Chevrolet Sail Hatchback 1.2 LS,2015,22255,Petrol,Individual,Manual,First Owner,11.25,458231,280000
Fiat Avventura MULTIJET Emotion,2015,53000,Diesel,Individual,Manual,Second Owner,10.38,458324,350000
Renault Duster 85PS Diesel RxE,2013,75976,Diesel,Dealer,Manual,Second Owner,13.63,458504,400000
Hyundai Verna 1.6 SX CRDi (O),2012,110000,Diesel,Individual,Manual,Second Owner,9.98,458518,450000
Maruti 800 Std MPFi,2006,64700,Petrol,Individual,Manual,First Owner,9.95,458876,78000
Maruti Alto K10 VXI,2015,60000,Petrol,Individual,Manual,First Owner,14,458938,265000
Hyundai i20 Asta 1.4 CRDi,2013,70000,Diesel,Individual,Manual,Second Owner,12.23,458988,300000
Ford Fiesta 1.4 ZXi TDCi ABS,2009,100000,Diesel,Individual,Manual,Fourth & Above Owner,13.15,459083,110000
Maruti Zen LX,2001,70000,Petrol,Individual,Manual,First Owner,10,459207,62000
Maruti Wagon R VXI,2014,41000,Petrol,Dealer,Manual,First Owner,11.2,459468,315000
Maruti 800 Std BSIII,2003,50000,Petrol,Individual,Manual,First Owner,11,459552,60000
Renault KWID 1.0 RXT Optional,2018,20000,Petrol,Individual,Manual,First Owner,10.46,459571,300000
Maruti A-Star Vxi,2009,46730,Petrol,Individual,Manual,First Owner,11,459640,180000
Volkswagen Polo Petrol Highline 1.2L,2011,54206,Petrol,Dealer,Manual,First Owner,12.01,459709,254999
Maruti Alto LXi,2009,80000,Petrol,Individual,Manual,Second Owner,11,459839,140000
Skoda Laura Ambiente 2.0 TDI CR MT,2010,100000,Diesel,Individual,Manual,Second Owner,13.6,460025,300000
Mahindra Xylo E9,2012,295000,Diesel,Individual,Manual,First Owner,13,460093,300000
Maruti 800 AC BSIII,2009,83000,Petrol,Individual,Manual,Second Owner,11,460427,110000
Chevrolet Optra Magnum 2.0 LT,2012,25000,Diesel,Individual,Manual,First Owner,13,460462,300000
Maruti Swift 1.3 VXi,2009,52536,Petrol,Individual,Manual,First Owner,11,460625,199000
Maruti Swift VXI,2013,90000,Petrol,Individual,Manual,First Owner,15,460658,370000
Renault KWID RXT Optional,2016,23000,Petrol,Individual,Manual,First Owner,15,460795,280000
Mahindra Quanto C8,2013,25000,Diesel,Individual,Manual,Second Owner,12,461063,300000
Maruti Wagon R VXI,2004,46000,Petrol,Individual,Manual,First Owner,13,461096,130000
Mahindra KUV 100 G80 K2,2018,30000,Petrol,Individual,Manual,Second Owner,9,461228,320000
Maruti Alto K10 VXI,2018,38900,Petrol,Individual,Manual,Third Owner,11,461255,320000
Hyundai EON Era Plus,2013,3240,Petrol,Individual,Manual,Second Owner,13,461349,280000
Tata Indica Vista Aqua TDI BSIII,2008,90000,Diesel,Individual,Manual,First Owner,11,461412,80000
Chevrolet Beat Diesel LT Option,2009,57000,Diesel,Dealer,Manual,Second Owner,9.07,461463,195000
Maruti Zen LXi BSII,2002,80000,Petrol,Individual,Manual,Second Owner,11,461817,60000
Maruti Zen LX,2000,50000,Petrol,Individual,Manual,First Owner,10,462061,60000
Maruti SX4 VDI,2011,100000,Diesel,Individual,Manual,First Owner,9.65,462200,320000
Chevrolet Beat LT Option,2016,41000,Petrol,Dealer,Manual,First Owner,14,462329,239000
Maruti Alto LX,2008,66782,Petrol,Individual,Manual,Second Owner,11.29,462439,114999
Maruti Wagon R LXI CNG,2013,71000,CNG,Individual,Manual,Second Owner,9,462512,250000
Tata Indica GLS BS IV,2009,120000,Petrol,Individual,Manual,Second Owner,9,462752,68000
Maruti Alto K10 VXI,2015,60000,Petrol,Individual,Manual,Second Owner,13.42,462990,320000
Maruti Alto LXi BSIII,2009,80000,Petrol,Individual,Manual,Second Owner,15,463003,130000
Chevrolet Spark 1.0 LS,2009,60000,Petrol,Individual,Manual,Third Owner,11,463267,70000
Maruti Omni E MPI STD BS IV,2017,50000,Petrol,Individual,Manual,Fourth & Above Owner,13,463702,210000
Tata Tiago 1.05 Revotorq XM,2017,50000,Diesel,Individual,Manual,First Owner,9.23,463907,260000
Maruti Alto K10 VXI,2017,50000,Petrol,Individual,Manual,Second Owner,9.7,463933,320000
Hyundai i10 Magna 1.1L,2014,38500,Petrol,Individual,Manual,First Owner,13.98,464041,295000
Maruti Alto LX,2006,124439,Petrol,Individual,Manual,Second Owner,9.15,464052,65000
Toyota Etios VX,2011,120000,Petrol,Individual,Manual,Second Owner,11.37,464061,305000
Honda Amaze EX i-Dtech,2013,65000,Diesel,Dealer,Manual,First Owner,9.75,464079,325000
Maruti Swift Dzire ZXI,2013,60000,Petrol,Individual,Manual,Second Owner,13,464166,360000
Hyundai EON Magna Plus,2018,30000,Petrol,Individual,Manual,First Owner,11,464434,245000
Chevrolet Optra 1.6 LS,2005,126000,Petrol,Individual,Manual,Second Owner,9.25,464749,60000
Hyundai Verna 1.6 SX VTVT AT,2011,60000,Petrol,Individual,Automatic,Third Owner,9,464799,450000
Chevrolet Aveo U-VA 1.2 LT,2008,70000,Petrol,Individual,Manual,Third Owner,14,464813,114999
Ford Fiesta 1.6 ZXi Duratec,2007,60000,Petrol,Individual,Manual,Third Owner,10,465016,190000
Hyundai EON Era Plus,2014,37605,Petrol,Dealer,Manual,First Owner,12,465128,260000
Tata Indigo CS LS (TDI) BS-III,2015,110000,Diesel,Individual,Manual,Second Owner,10.84,465168,300000
Maruti Zen Estilo LX BSIII,2007,74183,Petrol,Individual,Manual,Second Owner,14.2,465194,135000
Hyundai Getz GLS,2005,120000,Petrol,Individual,Manual,Third Owner,11,465316,80000
Tata Indigo GLE BSIII,2008,42000,Petrol,Dealer,Manual,First Owner,9,465319,110000
Maruti Alto K10 VXI,2018,22155,Petrol,Individual,Manual,First Owner,15,465348,380000
Maruti Alto LX,2004,60000,Petrol,Individual,Manual,First Owner,10.65,465414,110000
Tata Indica Vista TDI LS,2014,25000,Diesel,Individual,Manual,First Owner,13,465909,250000
Maruti Zen LX - BS III,2006,105700,Petrol,Individual,Manual,First Owner,10,465926,70000
Hyundai Santro Xing GLS,2008,85000,Petrol,Individual,Manual,First Owner,13.77,466012,125000
Maruti 800 AC,2002,70000,Petrol,Individual,Manual,Second Owner,11,466180,80000
Maruti Alto LX BSIII,2006,63230,Petrol,Individual,Manual,Second Owner,10,466335,160000
Mahindra Bolero DI DX 7 Seater,2001,100000,Diesel,Individual,Manual,Third Owner,11,466358,80000
Hyundai i10 Sportz 1.2,2010,63000,Petrol,Individual,Manual,Second Owner,10,466419,248000
Maruti Zen VXi - BS III,2004,80000,Petrol,Individual,Manual,First Owner,10.39,466548,79000
Maruti Wagon R LXI CNG,2013,71000,CNG,Individual,Manual,Second Owner,9,466631,250000
Fiat Linea Dynamic,2013,70000,Petrol,Individual,Manual,First Owner,15,466634,350000
Maruti Alto LXi,2009,120000,Petrol,Individual,Manual,First Owner,9,466865,150000
Hyundai i10 Sportz 1.1L,2014,37555,Petrol,Dealer,Manual,First Owner,15,467171,300000
Maruti Eeco 5 Seater Standard BSIV,2019,5000,Petrol,Individual,Manual,First Owner,10,467515,380000
Maruti Wagon R VXI Optional,2015,40000,Petrol,Individual,Manual,First Owner,9.23,467886,260000
Maruti Alto LXi,2008,100000,Petrol,Individual,Manual,First Owner,10.8,467984,69000
Tata New Safari DICOR 2.2 EX 4x2,2012,65000,Diesel,Dealer,Manual,First Owner,12,468051,350000
Maruti 800 AC,2007,70000,Petrol,Individual,Manual,First Owner,10,468283,60000
Volkswagen Polo Diesel Highline 1.2L,2013,115000,Diesel,Individual,Manual,Third Owner,10,468286,320000
Mahindra Jeep MM 550 XDB,2002,50000,Diesel,Individual,Manual,Third Owner,10.52,468529,150000
Maruti Wagon R LXI Minor,2007,49000,Petrol,Dealer,Manual,First Owner,11.04,468676,140000
Hyundai Accent GLX,2006,110000,Petrol,Individual,Manual,Second Owner,11.03,468766,120000
Maruti 800 AC Uniq,2005,70000,Petrol,Individual,Manual,Second Owner,9,468829,65000
Datsun RediGO T Option,2017,46000,Petrol,Individual,Manual,First Owner,9.92,468956,250000
Maruti Wagon R LXI DUO BSIII,2008,152000,LPG,Individual,Manual,Second Owner,12.4,469100,125000
Maruti Zen Estilo LXI BSIII,2008,90000,Petrol,Individual,Manual,Third Owner,12.93,469169,140000
Renault KWID 1.0 RXT Optional,2018,20000,Petrol,Individual,Manual,First Owner,12.25,469182,300000
Hyundai Verna i (Petrol),2007,50000,Petrol,Individual,Manual,Second Owner,14,469300,123000
Hyundai Santro LE zipPlus,2001,70000,Petrol,Individual,Manual,First Owner,10.24,469805,68000
Volkswagen Polo Petrol Comfortline 1.2L,2013,100000,Petrol,Individual,Manual,First Owner,12.69,469996,400000
Maruti Alto 800 LXI Opt BSIV,2018,56000,Petrol,Dealer,Manual,First Owner,13,470166,315000
Maruti Alto LXi,2007,70000,Petrol,Individual,Manual,First Owner,12.47,470722,100000
Hyundai Verna 1.6 VTVT,2012,40000,Petrol,Individual,Manual,First Owner,9.66,470782,300000
Mahindra Renault Logan 1.5 DLE Diesel,2007,110000,Diesel,Individual,Manual,Second Owner,13,470949,125000
Volkswagen Polo Diesel Trendline 1.2L,2012,90000,Diesel,Individual,Manual,First Owner,14.47,471013,295000
Renault KWID RXL,2016,60000,Petrol,Individual,Manual,Third Owner,15,471050,220000
Maruti Swift Vdi BSIII,2008,175000,Diesel,Individual,Manual,Second Owner,14,471112,120000
Maruti Swift 1.2 DLX,2014,40000,Petrol,Individual,Manual,Second Owner,9,471269,351000
Hyundai Accent CRDi,2006,245244,Diesel,Individual,Manual,Fourth & Above Owner,9,471289,170000
Maruti Alto 800 CNG LXI Optional,2019,120000,CNG,Individual,Manual,First Owner,9,471635,300000
Tata Manza Aura (ABS) Quadrajet BS IV,2011,140000,Diesel,Individual,Manual,Second Owner,12.78,471775,220000
Maruti Swift VDI BSIV,2014,155000,Diesel,Individual,Manual,First Owner,10,471898,420000
Tata Indica GLS BS IV,2008,200000,Petrol,Individual,Manual,First Owner,9,472354,80000
Maruti Wagon R VXI Minor ABS,2010,50000,Petrol,Individual,Manual,First Owner,15,472365,260000
Tata Indigo Classic Dicor,2014,80000,Diesel,Individual,Manual,Third Owner,15,472460,215000
Tata Manza Aura Quadrajet BS IV,2011,97000,Diesel,Individual,Manual,Second Owner,14,472469,260000
Maruti Alto LX BSIII,2007,125000,Petrol,Individual,Manual,First Owner,10,472510,140000
Tata Indigo TDI,2008,150000,Diesel,Individual,Manual,Third Owner,9,472532,80000
Honda Brio E MT,2012,85962,Petrol,Dealer,Manual,Second Owner,15,472580,300000
Tata Indica LXI,2004,46000,Petrol,Individual,Manual,Second Owner,9,472872,80000
Maruti Alto 800 LXI,2017,30000,Petrol,Individual,Manual,First Owner,12.7,473032,250000
Maruti Alto LX,2006,90000,Petrol,Individual,Manual,Second Owner,9,473199,95000
Maruti Ritz VDi,2011,52895,Diesel,Dealer,Manual,First Owner,12,473370,260000
Maruti Wagon R LXI Minor,2009,70000,Petrol,Individual,Manual,First Owner,13,473578,150000
Renault KWID Climber 1.0 AMT BSIV,2017,7658,Petrol,Dealer,Automatic,First Owner,10.05,473590,350000
Maruti Swift 1.3 VXi,2006,110000,Petrol,Individual,Manual,Third Owner,15,473631,130000
Hyundai Accent CRDi,2005,120000,Diesel,Individual,Manual,Second Owner,12,473725,100000
Volkswagen Vento Diesel Highline,2012,90000,Diesel,Individual,Manual,Second Owner,12,473809,420000
Hyundai i10 Era 1.1,2008,110000,Petrol,Individual,Manual,Third Owner,14.93,474084,160000
Hyundai i10 Magna 1.1,2008,90000,Petrol,Individual,Manual,First Owner,13.21,474096,120000
Hyundai Grand i10 CRDi Sportz,2015,100000,Diesel,Individual,Manual,First Owner,11,474409,325000
Toyota Etios V,2011,51687,Petrol,Dealer,Manual,First Owner,14.54,474561,275000
Hyundai EON Magna Plus,2018,20000,Petrol,Individual,Manual,First Owner,13,474754,300000
Fiat Avventura MULTIJET Emotion,2015,53000,Diesel,Individual,Manual,Second Owner,15,474849,350000
Hyundai Verna SX,2007,65000,Petrol,Dealer,Manual,First Owner,13,474894,155000
Tata Indica Vista Aura 1.3 Quadrajet,2009,90000,Diesel,Individual,Manual,Fourth & Above Owner,12,474991,135000
Maruti Wagon R LXI,2008,54551,Petrol,Dealer,Manual,First Owner,15,475422,175000
Maruti Alto VXi,2002,60000,Petrol,Individual,Manual,Third Owner,14,475579,120000
Maruti Esteem Lxi - BSIII,2006,90000,Petrol,Individual,Manual,First Owner,11,475603,90000
Chevrolet Beat LT Option,2016,41000,Petrol,Dealer,Manual,First Owner,15,475650,239000
Maruti SX4 ZXI MT BSIV,2011,110000,Petrol,Individual,Manual,Third Owner,11,475703,250000
Hyundai Accent CRDi,2004,120000,Diesel,Individual,Manual,Second Owner,12,475734,120000
Maruti Alto LX BSIII,2008,120000,Petrol,Individual,Manual,First Owner,10,476151,75000
Maruti Alto LX BSIII,2008,120000,Petrol,Individual,Manual,Second Owner,11,476154,85000
Maruti Swift VDI BSIV,2007,112880,Diesel,Dealer,Manual,First Owner,9,476311,195000
Maruti Ritz LDi,2016,90000,Diesel,Individual,Manual,Second Owner,13.4,476401,400000
Toyota Innova 2.5 V Diesel 7-seater,2005,223000,Diesel,Individual,Manual,First Owner,10.01,476418,200000
Maruti Wagon R LXI DUO BSIII,2007,70000,LPG,Individual,Manual,Third Owner,14,476426,100000
Mahindra Bolero 2011-2019 SLX,2013,107000,Diesel,Individual,Manual,First Owner,12.01,476427,400000
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012,97000,Diesel,Individual,Manual,Second Owner,10.42,476438,450000
Maruti Alto K10 VXI Airbag,2017,60000,Petrol,Individual,Manual,First Owner,14,476521,290000
Renault KWID 1.0 RXT Optional,2017,36000,Petrol,Individual,Manual,First Owner,9.44,476569,280000
Hyundai Santro Xing GLS,2009,100000,Petrol,Individual,Manual,Second Owner,9.19,476639,200000
Renault KWID 1.0 RXT Optional,2018,10500,Petrol,Individual,Manual,First Owner,9,476642,300000
Tata Indigo Grand Petrol,2014,100000,Petrol,Individual,Manual,First Owner,11.4,476714,250000
Hyundai Grand i10 CRDi Asta Option,2015,50000,Diesel,Individual,Manual,First Owner,11,477056,450000
Skoda Laura Ambiente 1.9 PD,2007,181000,Diesel,Individual,Manual,Fourth & Above Owner,14,477217,175000
Maruti Zen VXi - BS III,2004,110000,Petrol,Individual,Manual,Second Owner,10.31,477225,121000
Chevrolet Tavera Neo 3 10 Seats BSIV,2010,120000,Diesel,Individual,Manual,Third Owner,11,477269,300000
Maruti Esteem Vxi - BSIII,2006,70000,Petrol,Individual,Manual,Third Owner,15,477382,140000
Maruti Baleno Vxi,2006,120000,Petrol,Individual,Manual,Third Owner,10.39,477438,80000
Maruti Alto LXi,2009,66764,Petrol,Dealer,Manual,Second Owner,13.62,477577,151000
Maruti Alto LX,2007,52000,Petrol,Individual,Manual,Second Owner,13,477661,100000
Datsun GO T BSIV,2014,58000,Petrol,Individual,Manual,First Owner,12,477737,250000
Tata Winger Deluxe - Hi Roof (AC),2011,180000,Diesel,Individual,Manual,Third Owner,14.63,477745,300000
Hyundai EON Era,2014,12000,Petrol,Dealer,Manual,First Owner,15,477792,290000
Maruti Alto LXi,2009,80000,Petrol,Individual,Manual,Second Owner,12.09,478013,140000
Maruti Alto LXi,2006,80000,Petrol,Individual,Manual,First Owner,11.02,478240,100000
Maruti Ritz VDi,2011,120000,Diesel,Individual,Manual,Second Owner,10.07,478253,280000
Toyota Etios GD SP,2013,75000,Diesel,Dealer,Manual,First Owner,15,478297,350000
Maruti Swift VDI,2013,125000,Diesel,Individual,Manual,Second Owner,14,478402,400000
Tata Indica V2 2001-2011 DLS BSIII,2009,120000,Diesel,Dealer,Manual,First Owner,11,478639,90000
Hyundai Accent GLS 1.6 ABS,2006,75000,Petrol,Individual,Manual,Third Owner,9,478643,90000
Hyundai Verna 1.6 SX CRDi (O),2013,110000,Diesel,Individual,Manual,Third Owner,9.31,478733,335000
Maruti Zen LX,2004,50000,Petrol,Individual,Manual,First Owner,11,478995,95000
Chevrolet Cruze LT,2012,90000,Diesel,Individual,Manual,Fourth & Above Owner,15,479518,380000
Datsun redi-GO AMT 1.0 T Option,2018,15000,Petrol,Dealer,Automatic,First Owner,9.48,479582,290000
Mahindra Bolero SLX,2008,100000,Diesel,Individual,Manual,First Owner,11,479763,155000
Tata New Safari DICOR 2.2 EX 4x2,2012,65000,Diesel,Dealer,Manual,First Owner,10,479840,350000
Maruti Swift 1.3 VXi,2005,67000,Petrol,Individual,Manual,First Owner,9.99,480079,160000
Honda Civic 1.8 S MT,2007,70000,Petrol,Individual,Manual,Third Owner,9,480132,170000
Chevrolet Cruze LTZ AT,2012,120000,Diesel,Individual,Automatic,Third Owner,11,480160,359000
Tata Zest Quadrajet 1.3 75PS XE,2015,100000,Diesel,Individual,Manual,Second Owner,9.07,480197,350000
Fiat Grande Punto EVO 1.3 Active,2014,50000,Diesel,Individual,Manual,First Owner,14,480502,260000
Hyundai Santro GS,2005,56580,Petrol,Dealer,Manual,First Owner,10.3,480502,80000
Ford Figo Diesel Titanium,2011,70000,Diesel,Individual,Manual,Second Owner,12.67,480571,220000
Tata Tiago 1.2 Revotron XZ,2019,19600,Petrol,Individual,Manual,First Owner,10,480914,425000
Hyundai EON Magna Plus,2015,32000,Petrol,Dealer,Manual,First Owner,11,481020,245000
Tata Indigo GLX,2008,50000,Petrol,Individual,Manual,Third Owner,12,481022,150000
Mahindra KUV 100 mFALCON G80 K2,2016,25000,Petrol,Individual,Manual,First Owner,14,481263,425000
Chevrolet Aveo 1.4 LS,2008,81324,Petrol,Dealer,Manual,First Owner,15,481496,170000
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2005,120000,Diesel,Individual,Manual,Third Owner,9,481626,120000
Tata Tiago 2019-2020 XE Diesel,2016,38000,Diesel,Dealer,Manual,First Owner,14.53,481717,385000
Hyundai EON Magna Plus,2015,30000,Petrol,Individual,Manual,First Owner,10.02,481996,250000
Maruti Alto LXi,2007,195000,Petrol,Individual,Manual,First Owner,11.66,482209,100000
Renault KWID 1.0 RXT Optional,2017,70000,Petrol,Individual,Manual,First Owner,14,482323,300000
Chevrolet Tavera Neo 2 LS B4 7 Str BSIII,2012,120000,Diesel,Individual,Manual,Third Owner,10.02,482690,400000
Datsun GO Plus T Option BSIV,2015,21000,Petrol,Individual,Manual,First Owner,14,482701,295000
Maruti Wagon R LXI Minor,2007,80000,Petrol,Individual,Manual,Second Owner,11,482731,160000
Maruti Alto 800 VXI,2016,60000,Petrol,Individual,Manual,First Owner,11.16,482996,245000
Hyundai Santro Xing XG,2005,68500,Petrol,Dealer,Manual,First Owner,9.92,483216,70000
Hyundai i10 Sportz 1.1L,2017,10000,Petrol,Individual,Manual,First Owner,15,483248,375000
Maruti Esteem Vxi,2005,20000,Petrol,Individual,Manual,Second Owner,14.28,483279,100000
Honda City 1.3 EXI,2002,100000,Petrol,Individual,Manual,First Owner,15,483302,145000
Tata Indica Vista Aura 1.2 Safire,2009,80000,Petrol,Individual,Manual,Second Owner,15,483384,120000
Maruti Swift VDI BSIV,2010,110000,Diesel,Individual,Manual,Fourth & Above Owner,13,483404,320000
Tata Tiago 1.2 Revotron XE,2017,50000,Petrol,Individual,Manual,First Owner,11.72,483434,300000
Maruti Eeco Smiles 5 Seater AC,2016,72500,Petrol,Dealer,Manual,First Owner,12.27,483505,330000
Fiat Linea 1.3 Emotion,2014,131365,Diesel,Individual,Manual,First Owner,14,483569,221000
Hyundai Santro Xing GLS,2009,120000,Petrol,Individual,Manual,First Owner,14.3,483606,110000
Maruti Alto K10 LXI,2017,50000,Petrol,Individual,Manual,First Owner,10.67,483637,320000
Maruti Wagon R VXI BS IV,2007,60000,Petrol,Individual,Manual,Second Owner,13,483745,100000
Nissan Sunny Diesel XV,2013,105000,Diesel,Individual,Manual,First Owner,10,483871,325000
Maruti Wagon R LXI,2004,90000,Petrol,Individual,Manual,Fourth & Above Owner,9.66,483986,70000
